,winloss,championPlayed,kills,deaths,assists
2219,1,150,0,3,6
2220,0,104,6,6,5
2221,0,145,2,5,2
2222,0,89,1,8,6
2223,0,103,5,3,5
2224,0,72,2,2,4
2225,1,876,3,4,13
2226,1,79,5,3,6
2227,1,117,2,3,15
2228,1,222,7,3,9
2229,1,236,7,3,6
2230,1,234,11,10,7
2231,1,164,11,4,8
2232,1,43,2,5,32
2233,1,147,11,9,23
2234,1,54,7,7,18
2235,0,30,9,9,13
2236,0,81,10,12,13
2237,0,37,3,7,27
2238,0,86,6,7,9
2239,0,246,7,7,13
2240,1,99,6,1,11
2241,1,150,5,1,3
2242,1,2,5,3,11
2243,1,236,6,4,3
2244,1,37,0,6,16
2245,0,57,2,5,5
2246,0,142,4,6,5
2247,0,120,6,4,5
2248,0,235,2,4,10
2249,0,517,1,3,5
2250,0,235,2,7,9
2251,0,412,1,6,14
2252,0,18,9,6,7
2253,0,163,3,11,8
2254,0,58,6,4,3
2255,1,268,9,2,6
2256,1,110,9,4,14
2257,1,111,3,3,12
2258,1,107,9,7,9
2259,1,164,3,5,10
2260,0,235,2,3,2
2261,0,77,0,4,2
2262,0,150,2,6,3
2263,0,43,3,6,2
2264,0,37,1,8,2
2265,1,3,3,2,11
2266,1,517,7,1,11
2267,1,21,6,0,11
2268,1,36,7,3,8
2269,1,147,4,2,16
2270,0,85,1,6,7
2271,0,29,4,6,7
2272,0,238,9,4,4
2273,0,53,0,6,8
2274,0,141,4,6,2
2275,1,36,3,3,18
2276,1,40,2,4,18
2277,1,8,16,2,4
2278,1,147,3,3,21
2279,1,777,4,6,7
2280,0,203,6,7,6
2281,0,112,3,3,3
2282,0,29,3,8,6
2283,0,6,7,7,4
2284,0,497,2,10,9
2285,1,39,11,4,12
2286,1,517,11,3,8
2287,1,28,4,7,10
2288,1,14,3,3,12
2289,1,235,6,4,21
2290,1,222,11,2,6
2291,1,142,5,1,6
2292,1,201,0,3,17
2293,1,6,5,0,3
2294,1,56,5,2,8
2295,0,526,1,7,3
2296,0,76,3,3,3
2297,0,134,2,9,0
2298,0,18,2,6,3
2299,0,80,0,1,0
2300,0,497,0,2,3
2301,0,80,2,3,2
2302,0,13,2,1,2
2303,0,18,0,2,0
2304,0,104,1,2,3
2305,1,202,2,0,3
2306,1,254,0,3,5
2307,1,150,4,1,1
2308,1,517,4,1,3
2309,1,12,0,0,5
2310,0,30,2,4,6
2311,0,119,7,8,2
2312,0,234,4,8,6
2313,0,12,3,5,11
2314,0,254,5,8,8
2315,1,150,6,2,15
2316,1,18,4,2,6
2317,1,13,4,9,11
2318,1,432,2,6,18
2319,1,76,17,2,13
2320,0,120,0,0,0
2321,0,134,0,2,0
2322,0,85,1,1,0
2323,0,15,1,2,0
2324,0,12,0,4,1
2325,1,236,1,0,3
2326,1,79,1,1,5
2327,1,517,1,1,0
2328,1,81,5,0,1
2329,1,30,1,1,3
2330,1,523,19,6,13
2331,1,526,4,9,27
2332,1,120,10,4,21
2333,1,85,5,8,14
2334,1,777,10,5,10
2335,0,3,3,10,10
2336,0,79,5,9,14
2337,0,235,9,14,11
2338,0,223,2,12,17
2339,0,80,13,3,12
2340,0,76,2,6,1
2341,0,92,1,7,1
2342,0,222,1,4,3
2343,0,412,2,5,3
2344,0,238,1,3,1
2345,1,142,6,2,4
2346,1,202,3,2,4
2347,1,432,1,1,11
2348,1,120,7,1,10
2349,1,164,8,1,4
2350,1,21,11,1,4
2351,1,114,1,10,9
2352,1,147,3,5,11
2353,1,201,1,0,16
2354,1,104,8,3,7
2355,0,145,1,4,1
2356,0,141,13,6,3
2357,0,112,1,3,2
2358,0,516,4,6,9
2359,0,111,0,5,3
2360,1,245,3,3,4
2361,1,18,9,3,5
2362,1,45,1,4,8
2363,1,12,2,1,12
2364,1,58,3,4,4
2365,0,412,1,3,8
2366,0,876,8,4,2
2367,0,119,2,5,3
2368,0,164,3,2,3
2369,0,777,1,4,4
2370,1,79,3,1,1
2371,1,222,4,1,4
2372,1,421,3,2,0
2373,1,412,0,0,5
2374,1,517,2,1,8
2375,0,4,0,2,3
2376,0,64,2,2,2
2377,0,202,1,4,2
2378,0,267,1,2,2
2379,0,266,1,2,1
2380,1,121,6,2,11
2381,1,412,3,2,10
2382,1,164,5,2,1
2383,1,222,6,4,8
2384,1,105,4,0,4
2385,0,526,1,5,3
2386,0,120,5,5,3
2387,0,103,0,4,2
2388,0,150,0,5,2
2389,0,145,4,5,1
2390,0,12,1,7,6
2391,0,119,3,10,2
2392,0,112,6,4,1
2393,0,59,1,6,7
2394,0,236,1,8,4
2395,1,497,1,3,25
2396,1,79,7,3,7
2397,1,498,14,2,11
2398,1,245,9,1,12
2399,1,41,4,3,14
2400,0,76,1,6,3
2401,0,110,2,6,0
2402,0,117,0,3,2
2403,0,126,5,5,2
2404,0,18,2,5,0
2405,1,202,4,2,8
2406,1,150,2,3,4
2407,1,238,6,1,7
2408,1,245,8,4,6
2409,1,53,5,0,10
2410,0,131,8,4,2
2411,0,876,4,10,9
2412,0,150,3,10,6
2413,0,498,6,5,1
2414,0,57,1,15,8
2415,1,12,3,4,22
2416,1,67,13,6,7
2417,1,112,11,1,6
2418,1,28,13,6,13
2419,1,126,4,5,14
2420,0,163,1,3,3
2421,0,58,2,3,1
2422,0,875,1,4,1
2423,0,202,1,1,1
2424,0,497,1,4,3
2425,1,12,0,1,11
2426,1,104,3,0,5
2427,1,222,8,0,3
2428,1,72,1,3,3
2429,1,3,3,2,7
2430,0,526,1,7,13
2431,0,145,10,6,5
2432,0,103,3,4,6
2433,0,150,5,5,4
2434,0,77,2,8,13
2435,1,236,8,5,9
2436,1,98,4,6,14
2437,1,235,7,2,14
2438,1,412,2,5,18
2439,1,245,9,3,14
2440,0,58,9,7,4
2441,0,51,7,8,13
2442,0,163,15,6,13
2443,0,89,2,12,24
2444,0,240,3,8,11
2445,1,62,8,5,16
2446,1,876,5,10,20
2447,1,429,8,6,20
2448,1,875,8,9,20
2449,1,55,12,6,14
2450,1,79,3,1,8
2451,1,518,6,5,8
2452,1,203,9,3,5
2453,1,432,2,1,17
2454,1,91,7,5,4
2455,0,421,1,8,4
2456,0,777,2,2,3
2457,0,43,1,7,6
2458,0,412,1,4,10
2459,0,222,10,6,3
2460,1,61,1,0,6
2461,1,421,8,2,5
2462,1,517,5,0,4
2463,1,12,2,0,12
2464,1,202,3,0,6
2465,0,85,0,5,0
2466,0,72,0,4,1
2467,0,498,0,3,2
2468,0,134,1,3,0
2469,0,497,1,4,1
2470,0,421,7,8,7
2471,0,79,3,11,7
2472,0,51,4,9,11
2473,0,61,5,6,7
2474,0,266,6,5,6
2475,1,28,10,3,9
2476,1,4,7,5,18
2477,1,222,13,5,13
2478,1,14,5,5,10
2479,1,412,4,8,28
2480,1,89,2,1,7
2481,1,59,2,2,9
2482,1,39,7,0,5
2483,1,498,1,0,3
2484,1,518,3,0,3
2485,0,526,1,3,0
2486,0,875,1,4,1
2487,0,79,0,2,0
2488,0,30,1,4,1
2489,0,18,0,2,1
2490,0,79,4,9,19
2491,0,13,3,15,15
2492,0,37,0,7,27
2493,0,81,25,10,7
2494,0,18,7,9,14
2495,1,141,18,10,11
2496,1,350,4,6,36
2497,1,133,8,7,20
2498,1,222,13,10,15
2499,1,3,7,6,25
2500,0,51,4,7,8
2501,0,54,6,5,6
2502,0,245,5,8,7
2503,0,25,3,7,10
2504,0,56,8,12,11
2505,1,121,13,9,10
2506,1,875,2,2,9
2507,1,112,16,2,7
2508,1,111,2,5,19
2509,1,157,6,8,12
2510,1,120,16,4,12
2511,1,164,8,4,10
2512,1,40,2,2,30
2513,1,13,5,3,16
2514,1,222,10,5,11
2515,0,30,4,11,8
2516,0,67,3,10,4
2517,0,147,2,4,8
2518,0,114,6,8,1
2519,0,12,3,8,5
2520,0,69,6,8,6
2521,0,222,6,3,6
2522,0,58,3,7,7
2523,0,412,1,12,12
2524,0,59,5,6,11
2525,1,81,15,1,7
2526,1,497,0,7,20
2527,1,61,6,5,17
2528,1,516,6,5,16
2529,1,64,9,3,14
2530,1,18,7,3,5
2531,1,245,7,4,7
2532,1,134,3,3,7
2533,1,106,8,1,3
2534,1,12,0,2,12
2535,0,145,1,5,0
2536,0,142,3,3,3
2537,0,3,1,4,5
2538,0,64,6,7,3
2539,0,39,2,6,1
2540,1,14,2,2,12
2541,1,81,6,0,17
2542,1,203,7,7,13
2543,1,517,19,1,6
2544,1,78,1,2,17
2545,0,18,2,7,5
2546,0,240,2,7,1
2547,0,12,0,8,7
2548,0,236,5,7,3
2549,0,245,3,6,4
2550,1,526,3,7,13
2551,1,498,7,3,9
2552,1,236,5,7,10
2553,1,163,9,2,11
2554,1,80,11,7,9
2555,0,202,7,4,4
2556,0,39,7,9,2
2557,0,12,1,8,6
2558,0,245,9,6,8
2559,0,238,2,8,6
2560,0,121,5,7,3
2561,0,114,1,7,1
2562,0,412,0,8,6
2563,0,131,4,5,4
2564,0,222,1,5,4
2565,1,3,5,1,13
2566,1,39,11,3,3
2567,1,875,1,3,14
2568,1,245,6,1,5
2569,1,202,9,3,9
2570,0,875,1,10,10
2571,0,14,0,5,5
2572,0,134,3,9,4
2573,0,119,12,11,3
2574,0,245,6,10,3
2575,1,360,16,4,13
2576,1,56,4,4,12
2577,1,246,12,5,9
2578,1,43,1,5,18
2579,1,30,12,4,11
2580,1,12,1,3,21
2581,1,150,0,3,7
2582,1,421,14,1,8
2583,1,91,7,2,8
2584,1,50,15,3,9
2585,0,526,0,13,7
2586,0,147,2,10,8
2587,0,517,2,5,2
2588,0,35,3,4,3
2589,0,114,5,5,3
2590,0,103,1,8,6
2591,0,145,4,10,5
2592,0,245,5,8,5
2593,0,6,6,9,4
2594,0,89,0,7,13
2595,1,30,8,3,13
2596,1,161,12,1,12
2597,1,98,2,6,15
2598,1,526,2,4,22
2599,1,238,18,3,4
2600,1,30,7,1,7
2601,1,23,1,1,0
2602,1,91,13,2,4
2603,1,3,3,2,12
2604,1,202,1,2,3
2605,0,777,0,8,2
2606,0,412,0,5,5
2607,0,98,2,3,0
2608,0,876,3,5,0
2609,0,145,3,4,2
2610,0,80,18,5,5
2611,0,62,3,7,5
2612,0,43,2,4,17
2613,0,59,4,4,15
2614,0,36,5,6,14
2615,1,245,6,4,8
2616,1,81,7,6,5
2617,1,238,6,9,5
2618,1,23,6,5,1
2619,1,412,1,8,5
2620,0,67,8,7,2
2621,0,103,1,9,10
2622,0,85,2,5,5
2623,0,59,5,3,7
2624,0,61,1,5,7
2625,1,120,8,2,14
2626,1,69,14,3,5
2627,1,12,1,3,14
2628,1,122,1,5,4
2629,1,18,5,4,7
2630,1,150,7,2,7
2631,1,126,18,5,13
2632,1,60,10,5,13
2633,1,15,6,5,18
2634,1,412,4,8,28
2635,0,39,1,7,2
2636,0,12,4,10,9
2637,0,145,6,10,8
2638,0,245,6,9,4
2639,0,131,8,9,5
2640,0,412,1,4,4
2641,0,104,3,2,2
2642,0,13,1,6,1
2643,0,81,4,4,1
2644,0,126,0,6,3
2645,1,39,10,3,0
2646,1,51,3,1,6
2647,1,79,4,2,3
2648,1,25,1,2,8
2649,1,203,4,1,2
2650,0,497,0,5,6
2651,0,81,3,4,2
2652,0,76,4,3,2
2653,0,126,1,7,1
2654,0,91,3,4,4
2655,1,555,2,1,7
2656,1,21,3,2,4
2657,1,245,5,2,9
2658,1,13,4,4,6
2659,1,107,9,2,3
2660,0,24,5,8,2
2661,0,245,6,6,4
2662,0,105,4,6,4
2663,0,202,2,4,6
2664,0,12,1,9,10
2665,1,54,5,2,12
2666,1,236,10,5,8
2667,1,235,0,4,19
2668,1,203,10,5,10
2669,1,61,8,2,12
2670,0,120,6,5,8
2671,0,164,6,5,3
2672,0,53,0,8,12
2673,0,13,7,6,12
2674,0,145,8,3,12
2675,1,39,14,4,3
2676,1,21,4,9,6
2677,1,43,1,5,16
2678,1,3,1,6,13
2679,1,36,7,4,5
2680,0,150,4,8,3
2681,0,876,0,4,5
2682,0,777,2,5,1
2683,0,43,2,3,7
2684,0,67,3,6,3
2685,1,360,6,2,9
2686,1,245,11,2,6
2687,1,246,4,4,7
2688,1,37,3,2,18
2689,1,72,2,1,16
2690,1,238,17,10,6
2691,1,33,12,5,20
2692,1,145,12,7,13
2693,1,72,8,6,14
2694,1,53,6,7,18
2695,0,245,15,8,13
2696,0,67,12,9,11
2697,0,114,3,13,8
2698,0,234,5,16,10
2699,0,25,0,9,21
2700,1,238,4,4,5
2701,1,24,2,2,8
2702,1,236,7,3,7
2703,1,147,1,2,14
2704,1,245,9,0,9
2705,0,72,1,6,5
2706,0,51,6,3,3
2707,0,117,0,5,9
2708,0,38,3,6,5
2709,0,141,1,3,6
2710,1,53,1,5,10
2711,1,145,9,1,4
2712,1,79,3,7,13
2713,1,122,6,5,6
2714,1,245,15,4,10
2715,0,412,1,4,12
2716,0,235,5,7,8
2717,0,236,2,10,10
2718,0,30,8,6,7
2719,0,24,6,7,5
2720,0,412,0,10,7
2721,0,131,1,5,2
2722,0,104,8,3,1
2723,0,62,6,5,6
2724,0,81,3,8,4
2725,1,42,7,6,5
2726,1,126,3,5,9
2727,1,12,3,3,20
2728,1,18,10,3,13
2729,1,76,8,1,10
2730,1,245,14,2,8
2731,1,202,4,3,10
2732,1,12,1,3,19
2733,1,134,4,5,11
2734,1,236,11,5,3
2735,0,876,6,5,5
2736,0,39,6,7,3
2737,0,62,4,9,2
2738,0,79,1,5,6
2739,0,429,1,8,3
2740,0,51,8,5,2
2741,0,876,3,6,5
2742,0,68,1,4,3
2743,0,412,2,3,10
2744,0,246,5,8,7
2745,1,150,4,3,3
2746,1,236,7,5,7
2747,1,245,6,3,11
2748,1,111,0,3,10
2749,1,202,9,5,6
2750,0,15,11,11,14
2751,0,59,9,11,18
2752,0,147,1,12,14
2753,0,39,11,7,12
2754,0,24,10,8,9
2755,1,412,4,7,30
2756,1,246,5,12,13
2757,1,245,19,8,14
2758,1,222,15,7,19
2759,1,164,6,8,8
2760,0,15,6,5,7
2761,0,412,2,5,7
2762,0,245,5,6,1
2763,0,266,3,10,3
2764,0,131,1,10,3
2765,1,9,4,3,9
2766,1,555,5,4,12
2767,1,18,7,6,4
2768,1,38,11,0,10
2769,1,126,9,4,6
2770,0,59,1,4,4
2771,0,105,4,1,1
2772,0,79,0,2,4
2773,0,110,3,5,0
2774,0,43,0,3,5
2775,1,412,3,1,7
2776,1,77,2,2,5
2777,1,75,1,2,5
2778,1,18,6,1,5
2779,1,39,3,2,4
2780,0,131,3,5,3
2781,0,141,10,6,5
2782,0,164,4,2,5
2783,0,145,7,6,8
2784,0,53,2,3,14
2785,1,24,5,4,8
2786,1,59,9,3,9
2787,1,147,2,7,8
2788,1,498,4,7,8
2789,1,117,1,5,14
2790,1,526,0,6,9
2791,1,145,11,2,3
2792,1,59,7,4,6
2793,1,150,3,4,8
2794,1,43,2,2,13
2795,0,202,1,2,9
2796,0,56,5,5,3
2797,0,147,1,5,7
2798,0,35,7,5,3
2799,0,236,4,6,8
2800,0,31,3,7,1
2801,0,777,4,3,4
2802,0,360,3,8,1
2803,0,245,1,5,7
2804,0,350,1,6,7
2805,1,147,2,1,19
2806,1,235,8,1,13
2807,1,35,6,2,9
2808,1,157,5,4,4
2809,1,122,8,4,6
2810,1,14,10,4,5
2811,1,62,7,1,11
2812,1,30,3,3,9
2813,1,29,17,4,2
2814,1,80,5,3,16
2815,0,82,5,12,2
2816,0,245,6,9,2
2817,0,101,2,6,3
2818,0,432,2,5,5
2819,0,235,0,10,3
2820,1,157,6,3,12
2821,1,266,14,1,7
2822,1,18,8,4,7
2823,1,79,3,4,9
2824,1,35,3,3,12
2825,0,523,4,6,3
2826,0,245,6,6,3
2827,0,14,1,4,2
2828,0,875,2,10,3
2829,0,58,2,8,2
2830,1,245,10,3,10
2831,1,145,11,5,14
2832,1,62,9,1,9
2833,1,4,5,3,11
2834,1,432,5,5,18
2835,0,126,5,6,2
2836,0,31,3,8,3
2837,0,876,3,6,7
2838,0,81,5,11,7
2839,0,147,1,9,13
2840,1,150,7,9,16
2841,1,246,14,6,8
2842,1,67,8,7,11
2843,1,235,8,5,22
2844,1,79,4,7,16
2845,0,245,5,6,8
2846,0,526,0,9,24
2847,0,18,17,9,7
2848,0,164,6,6,11
2849,0,39,6,11,5
2850,0,126,3,6,5
2851,0,18,1,5,1
2852,0,245,6,6,1
2853,0,117,0,6,4
2854,0,4,1,2,3
2855,1,150,3,4,2
2856,1,517,8,2,3
2857,1,267,1,3,15
2858,1,145,9,0,6
2859,1,77,4,2,10
2860,1,203,9,5,8
2861,1,517,4,3,9
2862,1,85,5,5,11
2863,1,67,11,1,6
2864,1,89,1,4,9
2865,0,23,6,7,3
2866,0,147,0,4,8
2867,0,497,1,3,11
2868,0,236,6,10,6
2869,0,104,5,6,4
2870,1,53,2,5,16
2871,1,18,6,4,9
2872,1,59,5,5,11
2873,1,23,7,2,7
2874,1,85,7,6,7
2875,0,12,1,3,16
2876,0,51,4,5,11
2877,0,421,2,9,10
2878,0,24,10,3,5
2879,0,164,5,7,5
2880,1,18,8,6,11
2881,1,79,6,4,20
2882,1,80,12,5,5
2883,1,245,13,4,10
2884,1,89,2,8,12
2885,0,202,7,7,13
2886,0,28,9,10,6
2887,0,142,5,8,7
2888,0,53,2,7,17
2889,0,78,4,9,10
2890,1,777,7,0,7
2891,1,53,2,2,14
2892,1,92,8,2,2
2893,1,76,9,0,12
2894,1,119,6,7,10
2895,0,23,1,7,2
2896,0,202,3,4,6
2897,0,3,1,6,3
2898,0,245,5,9,5
2899,0,89,1,6,6
2900,0,777,0,7,5
2901,0,412,1,4,3
2902,0,18,4,2,0
2903,0,245,4,6,4
2904,0,164,3,5,3
2905,1,13,4,5,12
2906,1,147,3,0,7
2907,1,64,10,3,6
2908,1,43,2,3,9
2909,1,150,5,1,10
2910,1,81,6,1,6
2911,1,126,4,0,3
2912,1,142,7,0,4
2913,1,89,4,1,8
2914,1,76,5,3,7
2915,0,235,3,6,2
2916,0,777,1,6,1
2917,0,79,1,4,2
2918,0,245,0,7,1
2919,0,85,0,3,0
2920,0,89,2,2,6
2921,0,21,2,4,7
2922,0,421,8,9,5
2923,0,69,6,5,2
2924,0,42,6,8,8
2925,1,22,3,1,9
2926,1,245,7,1,13
2927,1,26,4,7,13
2928,1,246,8,9,10
2929,1,79,6,6,9
2930,0,14,2,6,8
2931,0,79,4,7,12
2932,0,235,2,11,15
2933,0,91,11,6,1
2934,0,43,6,7,12
2935,1,80,5,7,20
2936,1,13,12,5,10
2937,1,81,16,4,9
2938,1,59,4,3,24
2939,1,432,0,6,27
2940,1,518,7,9,12
2941,1,60,8,6,11
2942,1,81,25,6,9
2943,1,58,9,3,10
2944,1,412,2,6,27
2945,0,516,2,10,7
2946,0,112,12,6,5
2947,0,222,9,13,11
2948,0,117,3,8,17
2949,0,30,4,14,7
2950,1,245,12,3,7
2951,1,164,5,3,8
2952,1,142,7,7,11
2953,1,147,5,3,18
2954,1,235,5,6,17
2955,0,67,5,4,5
2956,0,555,1,12,4
2957,0,39,6,6,1
2958,0,517,5,5,4
2959,0,145,5,7,2
2960,0,33,3,9,5
2961,0,43,3,5,6
2962,0,103,2,5,3
2963,0,22,5,5,6
2964,0,53,2,6,8
2965,1,235,8,3,13
2966,1,147,6,7,9
2967,1,157,4,1,4
2968,1,245,7,0,13
2969,1,10,5,4,8
2970,1,432,1,2,8
2971,1,103,3,2,3
2972,1,81,6,2,5
2973,1,39,6,4,4
2974,1,245,2,0,6
2975,0,412,1,5,4
2976,0,112,1,2,2
2977,0,523,4,3,1
2978,0,64,1,2,2
2979,0,120,3,6,0
2980,1,12,0,4,16
2981,1,147,3,2,11
2982,1,245,4,5,9
2983,1,777,8,5,9
2984,1,24,5,6,7
2985,0,53,1,4,12
2986,0,104,5,4,10
2987,0,99,7,7,7
2988,0,360,5,3,6
2989,0,39,4,2,6
2990,0,145,5,10,15
2991,0,74,14,9,3
2992,0,121,8,12,5
2993,0,412,1,11,15
2994,0,112,4,10,13
2995,1,53,4,10,19
2996,1,120,11,4,17
2997,1,79,8,7,14
2998,1,268,14,5,7
2999,1,429,15,6,12
3000,0,236,2,5,0
3001,0,64,5,6,1
3002,0,96,1,4,5
3003,0,31,0,5,1
3004,0,117,1,4,5
3005,1,222,2,1,12
3006,1,92,7,3,2
3007,1,120,5,2,13
3008,1,105,9,1,6
3009,1,526,1,2,12
3010,1,145,4,3,4
3011,1,37,1,3,7
3012,1,56,7,7,4
3013,1,142,4,2,5
3014,1,2,3,2,5
3015,0,68,4,3,4
3016,0,81,5,3,3
3017,0,147,1,5,7
3018,0,203,4,2,5
3019,0,6,3,6,3
3020,0,38,0,7,0
3021,0,350,1,2,4
3022,0,222,1,4,3
3023,0,150,1,3,4
3024,0,113,3,1,2
3025,1,64,4,1,6
3026,1,432,2,2,9
3027,1,498,8,1,2
3028,1,34,3,0,6
3029,1,126,0,2,2
3030,0,497,0,3,3
3031,0,266,0,6,2
3032,0,121,4,4,0
3033,0,498,2,4,1
3034,0,517,0,2,1
3035,1,89,1,1,11
3036,1,62,4,2,5
3037,1,555,4,1,4
3038,1,236,4,1,1
3039,1,30,6,1,7
3040,0,50,2,4,3
3041,0,432,1,6,8
3042,0,236,2,5,2
3043,0,7,7,1,3
3044,0,24,3,4,2
3045,1,222,4,2,5
3046,1,18,3,6,9
3047,1,25,1,4,9
3048,1,6,2,3,8
3049,1,245,10,0,6
3050,0,76,5,1,2
3051,0,57,0,5,4
3052,0,15,4,3,0
3053,0,238,1,1,2
3054,0,150,0,1,2
3055,1,246,1,4,2
3056,1,876,0,2,3
3057,1,99,4,2,3
3058,1,51,4,1,2
3059,1,240,1,1,1
3060,1,876,3,2,9
3061,1,143,7,2,5
3062,1,235,1,3,11
3063,1,240,1,1,6
3064,1,203,5,0,1
3065,0,202,1,6,4
3066,0,120,4,3,0
3067,0,150,1,4,0
3068,0,53,2,2,3
3069,0,50,0,2,1
3070,0,876,2,6,3
3071,0,14,2,3,5
3072,0,245,1,8,2
3073,0,222,4,3,2
3074,0,43,1,1,8
3075,1,164,6,3,4
3076,1,50,0,3,8
3077,1,421,8,2,10
3078,1,3,6,0,9
3079,1,15,1,2,6
3080,1,104,3,4,17
3081,1,497,2,5,25
3082,1,3,11,4,16
3083,1,222,12,6,16
3084,1,6,6,4,10
3085,0,412,1,10,19
3086,0,523,10,11,4
3087,0,28,8,4,7
3088,0,114,3,5,6
3089,0,147,1,4,12
3090,0,150,1,6,4
3091,0,222,0,2,3
3092,0,12,1,5,3
3093,0,79,1,4,5
3094,0,131,5,6,1
3095,1,141,9,4,4
3096,1,43,2,1,10
3097,1,3,6,1,13
3098,1,75,1,2,8
3099,1,15,5,0,5
3100,1,517,11,3,11
3101,1,107,13,2,6
3102,1,21,5,2,8
3103,1,12,1,4,18
3104,1,43,3,0,20
3105,0,56,3,11,3
3106,0,113,1,8,5
3107,0,145,3,4,3
3108,0,79,1,5,5
3109,0,164,3,5,2
3110,0,777,1,0,2
3111,0,76,2,1,1
3112,0,145,1,6,0
3113,0,103,0,9,3
3114,0,58,1,4,1
3115,1,16,0,1,14
3116,1,120,3,0,3
3117,1,99,2,2,4
3118,1,360,12,0,4
3119,1,150,3,2,3
3120,0,777,1,5,1
3121,0,6,3,5,1
3122,0,28,1,4,9
3123,0,429,8,5,3
3124,0,3,1,6,7
3125,1,43,3,5,12
3126,1,150,4,2,8
3127,1,147,5,3,14
3128,1,234,7,3,5
3129,1,112,6,1,9
3130,0,120,4,8,3
3131,0,12,1,9,7
3132,0,516,0,4,2
3133,0,112,1,6,2
3134,0,18,6,4,1
3135,1,77,3,0,18
3136,1,22,7,4,11
3137,1,3,7,2,11
3138,1,51,7,4,11
3139,1,164,7,2,4
3140,1,107,13,7,10
3141,1,222,4,7,16
3142,1,75,12,5,3
3143,1,526,5,12,17
3144,1,7,9,4,13
3145,0,120,9,11,16
3146,0,412,1,10,22
3147,0,523,18,10,12
3148,0,14,5,4,17
3149,0,427,2,8,17
3150,1,777,6,2,1
3151,1,77,4,5,10
3152,1,150,7,5,6
3153,1,119,10,2,8
3154,1,201,1,3,16
3155,0,121,4,5,7
3156,0,13,6,3,5
3157,0,145,2,5,7
3158,0,111,3,7,8
3159,0,56,2,8,5
3160,1,67,3,2,6
3161,1,56,6,5,8
3162,1,76,8,1,10
3163,1,92,9,4,5
3164,1,53,3,2,17
3165,0,6,4,6,2
3166,0,777,1,3,1
3167,0,245,4,7,5
3168,0,81,5,5,4
3169,0,111,0,8,7
3170,1,777,10,1,4
3171,1,60,4,6,6
3172,1,53,0,3,8
3173,1,54,4,1,7
3174,1,145,6,1,2
3175,0,8,1,5,2
3176,0,15,1,4,6
3177,0,27,3,6,2
3178,0,43,3,3,5
3179,0,2,4,6,2
3180,0,145,7,4,2
3181,0,6,5,4,3
3182,0,412,1,3,10
3183,0,141,3,5,6
3184,0,69,3,7,3
3185,1,777,6,5,5
3186,1,526,2,5,9
3187,1,61,5,2,16
3188,1,222,6,5,8
3189,1,876,4,2,7
3190,0,53,0,6,17
3191,0,1,4,9,11
3192,0,145,4,7,8
3193,0,150,6,5,9
3194,0,104,13,7,9
3195,1,526,2,9,24
3196,1,36,6,4,17
3197,1,41,3,5,11
3198,1,202,11,6,15
3199,1,268,12,3,10
3200,0,76,4,3,8
3201,0,106,4,3,7
3202,0,145,6,6,4
3203,0,80,4,10,10
3204,0,4,3,5,6
3205,1,12,4,4,14
3206,1,777,9,3,5
3207,1,30,7,8,6
3208,1,150,0,1,8
3209,1,498,7,5,12
3210,0,112,4,3,7
3211,0,117,0,5,14
3212,0,145,7,5,7
3213,0,150,3,6,2
3214,0,59,4,3,6
3215,1,61,2,3,4
3216,1,421,5,6,3
3217,1,43,5,4,9
3218,1,54,3,1,6
3219,1,523,7,4,11
3220,0,77,4,3,9
3221,0,85,12,3,6
3222,0,236,4,8,10
3223,0,15,1,6,14
3224,0,526,5,9,9
3225,1,150,4,5,4
3226,1,61,2,4,10
3227,1,67,13,6,9
3228,1,43,4,5,17
3229,1,86,6,6,8
3230,1,2,6,1,9
3231,1,222,5,1,7
3232,1,876,6,1,9
3233,1,43,0,2,13
3234,1,234,6,3,8
3235,0,4,2,6,1
3236,0,6,1,4,0
3237,0,421,0,6,2
3238,0,523,2,4,2
3239,0,412,2,3,3
3240,0,145,16,7,3
3241,0,121,6,5,5
3242,0,134,3,8,8
3243,0,56,1,10,7
3244,0,53,0,7,18
3245,1,254,11,8,8
3246,1,24,15,0,9
3247,1,12,2,7,23
3248,1,61,5,5,12
3249,1,18,4,6,14
3250,1,876,7,3,4
3251,1,432,1,3,20
3252,1,75,1,0,5
3253,1,15,13,1,12
3254,1,517,10,4,10
3255,0,18,3,10,5
3256,0,141,5,5,2
3257,0,4,1,6,2
3258,0,150,0,5,1
3259,0,497,2,6,4
3260,0,27,5,4,4
3261,0,41,0,7,2
3262,0,147,0,3,8
3263,0,77,4,7,5
3264,0,18,2,5,5
3265,1,3,6,3,10
3266,1,58,4,2,14
3267,1,432,2,4,14
3268,1,51,5,2,7
3269,1,876,9,0,9
3270,1,3,10,11,23
3271,1,39,9,8,15
3272,1,33,20,9,19
3273,1,147,11,5,24
3274,1,26,2,7,26
3275,0,2,9,11,10
3276,0,412,6,9,18
3277,0,50,5,8,22
3278,0,236,13,11,7
3279,0,82,7,13,7
3280,1,30,7,5,12
3281,1,24,4,1,1
3282,1,43,3,3,15
3283,1,246,7,4,3
3284,1,876,5,4,9
3285,0,64,5,6,1
3286,0,89,0,5,11
3287,0,6,2,4,3
3288,0,429,5,7,2
3289,0,517,5,4,5
3290,1,80,8,10,10
3291,1,526,1,5,18
3292,1,21,9,3,14
3293,1,82,7,1,13
