,winloss,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,csDiffPerMin,xpDiffPerMin,duration
2233,0,238,7,8,4,12183,0,1,22,"{'10-20': 1, '0-10': 0.10000000000000009, '20-30': -1.4000000000000004}","{'10-20': -147.10000000000002, '0-10': -45.099999999999966, '20-30': -86.69999999999999}",1949
2234,0,45,8,8,7,13355,0,0,23,"{'10-20': -0.6499999999999997, '0-10': -0.5999999999999996, '20-30': 1.0999999999999999}","{'10-20': 67.35000000000002, '0-10': -48.99999999999997, '20-30': -2.249999999999943}",1949
2235,1,110,10,7,7,14581,1,2,38,"{'10-20': 0.6499999999999997, '0-10': 0.5999999999999996, '20-30': -1.0999999999999999}","{'10-20': -67.35000000000002, '0-10': 48.99999999999997, '20-30': 2.249999999999943}",1949
2236,1,77,5,4,14,13081,0,1,50,"{'10-20': -0.6000000000000001, '0-10': -0.9, '20-30': 1.0999999999999999}","{'10-20': -38.80000000000004, '0-10': 15.100000000000023, '20-30': 159.29999999999998}",1949
2237,1,8,6,6,9,14380,0,2,13,"{'10-20': 0.40000000000000036, '0-10': 0.8999999999999999, '20-30': 3.1}","{'10-20': 149.19999999999996, '0-10': 17.799999999999983, '20-30': 60.70000000000002}",1949
2238,1,157,9,5,6,15388,0,3,27,"{'10-20': -1, '0-10': -0.10000000000000009, '20-30': 1.4000000000000004}","{'10-20': 147.10000000000002, '0-10': 45.099999999999966, '20-30': 86.69999999999999}",1949
2239,1,25,4,4,18,10419,0,0,99,"{'10-20': 0.6499999999999997, '0-10': 0.5999999999999996, '20-30': -1.0999999999999999}","{'10-20': -67.35000000000002, '0-10': 48.99999999999997, '20-30': 2.249999999999943}",1949
2240,1,12,4,6,18,8545,0,0,33,{'0-10': 0},{'0-10': 0},1410
2241,1,133,5,4,5,10633,0,0,11,{'0-10': 0},{'0-10': 0},1410
2242,1,238,10,4,2,13267,0,4,13,{'0-10': 0},{'0-10': 0},1410
2243,1,360,15,4,10,14602,1,3,15,"{'10-20': 3.3000000000000003, '0-10': -1.8000000000000003}","{'10-20': 135.29999999999998, '0-10': 4.700000000000017}",1410
2244,1,876,3,3,15,9816,1,1,32,"{'10-20': -0.09999999999999998, '0-10': 0.8999999999999999}","{'10-20': -41.099999999999994, '0-10': 70.3}",1410
2245,0,35,5,9,5,7817,0,0,15,"{'10-20': 0.09999999999999998, '0-10': -0.8999999999999999}","{'10-20': 41.099999999999994, '0-10': -70.3}",1410
2246,0,25,4,10,6,6955,0,0,44,{'0-10': 0},{'0-10': 0},1410
2247,0,127,3,5,3,7512,0,0,12,{'0-10': 0},{'0-10': 0},1410
2248,0,266,4,5,3,9573,0,1,17,{'0-10': 0},{'0-10': 0},1410
2249,0,51,5,8,2,11024,0,0,21,"{'10-20': -3.3000000000000003, '0-10': 1.8000000000000003}","{'10-20': -135.29999999999998, '0-10': -4.700000000000017}",1410
2250,0,412,0,6,10,6278,0,0,65,"{'10-20': 0.55, '0-10': 0.7000000000000004}","{'10-20': -138.24999999999997, '0-10': 17.500000000000043}",1484
2251,0,234,3,6,2,8290,0,1,15,{'0-10': 0},{'0-10': 0},1484
2252,0,238,9,5,1,12284,0,0,16,{'0-10': 0},{'0-10': 0},1484
2253,0,119,2,7,2,9627,0,2,18,"{'10-20': 0.55, '0-10': 0.7000000000000004}","{'10-20': -138.24999999999997, '0-10': 17.500000000000043}",1484
2254,0,34,2,5,1,8993,0,0,10,"{'10-20': 7.8999999999999995, '0-10': 7.7}","{'10-20': 2.4000000000000057, '0-10': 113.49999999999997}",1484
2255,1,25,2,4,19,8493,1,1,62,"{'10-20': -0.55, '0-10': -0.7000000000000004}","{'10-20': 138.24999999999997, '0-10': -17.500000000000043}",1484
2256,1,35,8,3,8,11869,0,3,28,"{'10-20': -7.8999999999999995, '0-10': -7.7}","{'10-20': -2.4000000000000057, '0-10': -113.49999999999997}",1484
2257,1,24,6,2,2,11406,0,3,21,{'0-10': 0},{'0-10': 0},1484
2258,1,777,9,3,6,12274,0,2,14,{'0-10': 0},{'0-10': 0},1484
2259,1,15,4,4,10,9642,0,0,10,"{'10-20': -0.55, '0-10': -0.7000000000000004}","{'10-20': 138.24999999999997, '0-10': -17.500000000000043}",1484
2260,0,887,2,7,6,7047,0,0,19,{'0-10': 0},{'0-10': 0},1244
2261,0,68,3,12,4,7215,0,0,15,{'0-10': 0},{'0-10': 0},1244
2262,0,240,8,8,2,9251,0,0,10,{'0-10': 0},{'0-10': 0},1244
2263,0,81,4,9,2,6842,0,0,14,{'0-10': 0},{'0-10': 0},1244
2264,0,201,0,7,9,4853,0,0,42,{'0-10': 0},{'0-10': 0},1244
2265,1,4,2,1,18,9482,0,3,19,{'0-10': 0},{'0-10': 0},1244
2266,1,555,9,6,16,11384,1,0,41,{'0-10': 0},{'0-10': 0},1244
2267,1,360,16,3,9,14476,0,2,12,{'0-10': 0},{'0-10': 0},1244
2268,1,36,6,4,9,9066,0,3,24,{'0-10': 0},{'0-10': 0},1244
2269,1,121,10,3,11,11097,0,1,15,{'0-10': 0},{'0-10': 0},1244
2270,1,420,2,6,10,12976,0,2,36,"{'10-20': -2.2999999999999994, '0-10': 0.6000000000000001, '20-30': -1.4999999999999996}","{'10-20': -56.599999999999994, '0-10': -26.200000000000017, '20-30': -84.89999999999995}",1987
2271,1,62,15,2,5,17071,0,7,32,{'0-10': 0},{'0-10': 0},1987
2272,1,45,3,5,12,12531,1,1,19,{'0-10': 0},{'0-10': 0},1987
2273,1,76,5,4,7,12730,1,0,27,"{'10-20': -0.19999999999999998, '0-10': 0.5, '20-30': -0.7999999999999999}","{'10-20': 24.600000000000023, '0-10': 34.80000000000001, '20-30': 284.7}",1987
2274,1,412,2,5,11,8035,0,0,74,{'0-10': 0},{'0-10': 0},1987
2275,0,13,6,5,6,15534,0,2,35,"{'10-20': 2.2999999999999994, '0-10': -0.6000000000000001, '20-30': 1.4999999999999996}","{'10-20': 56.599999999999994, '0-10': 26.200000000000017, '20-30': 84.89999999999995}",1987
2276,0,29,6,6,4,12166,0,1,24,{'0-10': 0},{'0-10': 0},1987
2277,0,61,3,7,8,11776,0,1,28,{'0-10': 0},{'0-10': 0},1987
2278,0,98,3,4,9,8199,0,0,78,{'0-10': 0},{'0-10': 0},1987
2279,0,64,4,5,12,10717,0,0,50,"{'10-20': 0.19999999999999998, '0-10': -0.5, '20-30': 0.7999999999999999}","{'10-20': -24.600000000000023, '0-10': -34.80000000000001, '20-30': -284.7}",1987
2280,1,111,5,7,22,9718,0,1,70,"{'10-20': -0.4999999999999998, '0-10': -0.1499999999999997, '20-30': 0.2500000000000002}","{'10-20': -61.349999999999994, '0-10': -13.69999999999996, '20-30': 178.90000000000006}",1814
2281,1,25,4,7,20,10692,1,0,34,"{'10-20': -0.3, '0-10': 0.19999999999999998, '20-30': 1.7}","{'10-20': -277, '0-10': -45.29999999999998, '20-30': 339.9}",1814
2282,1,222,8,9,10,12597,0,2,15,"{'10-20': -0.4999999999999998, '0-10': -0.1499999999999997, '20-30': 0.2500000000000002}","{'10-20': -61.349999999999994, '0-10': -13.69999999999996, '20-30': 178.90000000000006}",1814
2283,1,101,7,4,11,11508,0,0,16,"{'10-20': 0.19999999999999973, '0-10': -1.5999999999999996, '20-30': 1.0000000000000002}","{'10-20': 19.400000000000006, '0-10': 22.30000000000001, '20-30': 200.29999999999998}",1814
2284,1,64,13,7,14,15450,0,2,25,"{'10-20': 0.7999999999999998, '0-10': 2.0999999999999996, '20-30': 1.5}","{'10-20': 68, '0-10': 43.60000000000002, '20-30': 265.2}",1814
2285,0,84,12,10,8,13029,0,0,21,"{'10-20': -0.7999999999999998, '0-10': -2.0999999999999996, '20-30': -1.5}","{'10-20': -68, '0-10': -43.60000000000002, '20-30': -265.2}",1814
2286,0,238,7,7,6,10790,0,0,14,"{'10-20': -0.19999999999999973, '0-10': 1.5999999999999996, '20-30': -1.0000000000000002}","{'10-20': -19.400000000000006, '0-10': -22.30000000000001, '20-30': -200.29999999999998}",1814
2287,0,43,1,5,16,7727,0,0,66,"{'10-20': 0.4999999999999998, '0-10': 0.1499999999999997, '20-30': -0.2500000000000002}","{'10-20': 61.349999999999994, '0-10': 13.69999999999996, '20-30': -178.90000000000006}",1814
2288,0,107,9,8,7,12381,0,1,35,"{'10-20': 0.3, '0-10': -0.19999999999999998, '20-30': -1.7}","{'10-20': 277, '0-10': 45.29999999999998, '20-30': -339.9}",1814
2289,0,145,5,7,12,12274,0,2,23,"{'10-20': 0.4999999999999998, '0-10': 0.1499999999999997, '20-30': -0.2500000000000002}","{'10-20': 61.349999999999994, '0-10': 13.69999999999996, '20-30': -178.90000000000006}",1814
2290,1,89,3,3,14,7217,0,0,54,"{'10-20': 0.19999999999999996, '0-10': 0.19999999999999996}","{'10-20': 34.50000000000003, '0-10': 33.84999999999998}",1478
2291,1,107,17,7,7,13655,0,0,41,"{'10-20': 0.4, '0-10': -0.5}","{'10-20': 34.39999999999995, '0-10': 92.9}",1478
2292,1,266,8,6,6,10580,0,1,10,"{'10-20': -0.39999999999999947, '0-10': 0.7999999999999998}","{'10-20': 9.899999999999977, '0-10': -24.600000000000023}",1478
2293,1,3,6,5,15,10817,0,0,16,"{'10-20': 1.7999999999999998, '0-10': 1.7000000000000002}","{'10-20': 124.1, '0-10': 76.5}",1478
2294,1,110,6,1,12,11550,0,2,29,"{'10-20': 0.19999999999999996, '0-10': 0.19999999999999996}","{'10-20': 34.50000000000003, '0-10': 33.84999999999998}",1478
2295,0,222,1,3,4,8008,0,0,21,"{'10-20': -0.19999999999999996, '0-10': -0.19999999999999996}","{'10-20': -34.50000000000003, '0-10': -33.84999999999998}",1478
2296,0,13,4,11,8,8311,0,0,13,"{'10-20': -1.7999999999999998, '0-10': -1.7000000000000002}","{'10-20': -124.1, '0-10': -76.5}",1478
2297,0,17,10,4,5,11792,0,1,24,"{'10-20': 0.39999999999999947, '0-10': -0.7999999999999998}","{'10-20': -9.899999999999977, '0-10': 24.600000000000023}",1478
2298,0,104,6,11,10,9915,0,0,12,"{'10-20': -0.4, '0-10': 0.5}","{'10-20': -34.39999999999995, '0-10': -92.9}",1478
2299,0,78,1,11,12,5860,0,0,53,"{'10-20': -0.19999999999999996, '0-10': -0.19999999999999996}","{'10-20': -34.50000000000003, '0-10': -33.84999999999998}",1478
2300,0,25,1,6,5,8403,0,0,22,"{'10-20': -0.3, '0-10': 0.09999999999999998}","{'10-20': -225.60000000000002, '0-10': -5.500000000000028}",1560
2301,0,111,0,4,8,5586,0,0,64,{'0-10': 0},{'0-10': 0},1560
2302,0,517,8,5,1,11370,0,1,16,{'0-10': 0},{'0-10': 0},1560
2303,0,145,2,7,2,7824,0,0,11,{'0-10': 0},{'0-10': 0},1560
2304,0,238,1,8,4,8165,0,0,20,{'0-10': 0},{'0-10': 0},1560
2305,1,432,5,4,16,8636,1,1,72,{'0-10': 0},{'0-10': 0},1560
2306,1,103,7,1,12,12007,0,5,27,{'0-10': 0},{'0-10': 0},1560
2307,1,141,7,3,7,11336,0,2,29,"{'10-20': 0.3, '0-10': -0.09999999999999998}","{'10-20': 225.60000000000002, '0-10': 5.500000000000028}",1560
2308,1,54,3,3,8,8700,0,0,8,{'0-10': 0},{'0-10': 0},1560
2309,1,81,8,1,12,12871,1,1,25,{'0-10': 0},{'0-10': 0},1560
2310,1,238,6,4,8,11073,1,0,29,"{'10-20': 0.2999999999999998, '0-10': -0.19999999999999973}","{'10-20': 42.70000000000002, '0-10': -7.000000000000028}",1478
2311,1,164,11,4,8,12195,0,4,12,"{'10-20': 3.7, '0-10': 0.09999999999999964}","{'10-20': 25.80000000000001, '0-10': -47.39999999999998}",1478
2312,1,131,11,5,12,13291,0,0,27,"{'10-20': -0.6, '0-10': -0.2}","{'10-20': 192.1, '0-10': -33.30000000000001}",1478
2313,1,222,7,4,15,12944,0,5,30,"{'10-20': 0, '0-10': 0.8000000000000007}","{'10-20': 119.15, '0-10': 39.20000000000002}",1478
2314,1,111,4,3,26,8945,0,0,60,"{'10-20': 0, '0-10': 0.8000000000000007}","{'10-20': 119.15, '0-10': 39.20000000000002}",1478
2315,0,64,4,8,4,8677,0,0,11,"{'10-20': -0.2999999999999998, '0-10': 0.19999999999999973}","{'10-20': -42.70000000000002, '0-10': 7.000000000000028}",1478
2316,0,498,7,9,3,9923,0,0,33,"{'10-20': 0, '0-10': -0.8000000000000007}","{'10-20': -119.15, '0-10': -39.20000000000002}",1478
2317,0,82,5,5,4,8572,0,0,17,"{'10-20': -3.7, '0-10': -0.09999999999999964}","{'10-20': -25.80000000000001, '0-10': 47.39999999999998}",1478
2318,0,254,3,7,8,9030,0,1,20,"{'10-20': 0.6, '0-10': 0.2}","{'10-20': -192.1, '0-10': 33.30000000000001}",1478
2319,0,3,1,10,11,6103,0,1,36,"{'10-20': 0, '0-10': -0.8000000000000007}","{'10-20': -119.15, '0-10': -39.20000000000002}",1478
2320,1,104,11,4,13,17686,0,0,63,"{'10-20': 0.8, '0-10': 0.19999999999999996, '30-end': 0.20000000000000018, '20-30': 2.8}","{'10-20': 246.6, '0-10': 35.099999999999994, '30-end': 105.59999999999997, '20-30': 247.40000000000003}",2134
2321,1,238,12,10,9,13476,0,0,21,{'0-10': 0},{'0-10': 0},2134
2322,1,113,4,1,23,14836,1,4,61,{'0-10': 0},{'0-10': 0},2134
2323,1,145,11,2,14,15793,0,4,19,"{'10-20': -0.25, '0-10': 0.09999999999999987, '30-end': 0.7999999999999994, '20-30': -1.65}","{'10-20': 39.150000000000006, '0-10': -25.99999999999997, '30-end': 157.39999999999998, '20-30': -83.94999999999999}",2134
2324,1,79,1,6,15,8628,0,0,90,"{'10-20': -0.25, '0-10': 0.09999999999999987, '30-end': 0.7999999999999994, '20-30': -1.65}","{'10-20': 39.150000000000006, '0-10': -25.99999999999997, '30-end': 157.39999999999998, '20-30': -83.94999999999999}",2134
2325,0,103,8,8,7,12713,0,1,38,{'0-10': 0},{'0-10': 0},2134
2326,0,25,7,9,12,13728,0,0,24,"{'10-20': -0.8, '0-10': -0.19999999999999996, '30-end': -0.20000000000000018, '20-30': -2.8}","{'10-20': -246.6, '0-10': -35.099999999999994, '30-end': -105.59999999999997, '20-30': -247.40000000000003}",2134
2327,0,56,3,10,5,11981,0,2,35,{'0-10': 0},{'0-10': 0},2134
2328,0,18,3,8,9,14161,0,1,25,"{'10-20': 0.25, '0-10': -0.09999999999999987, '30-end': -0.7999999999999994, '20-30': 1.65}","{'10-20': -39.150000000000006, '0-10': 25.99999999999997, '30-end': -157.39999999999998, '20-30': 83.94999999999999}",2134
2329,0,26,2,5,14,9546,1,2,69,"{'10-20': 0.25, '0-10': -0.09999999999999987, '30-end': -0.7999999999999994, '20-30': 1.65}","{'10-20': -39.150000000000006, '0-10': 25.99999999999997, '30-end': -157.39999999999998, '20-30': 83.94999999999999}",2134
2330,1,27,1,0,9,9243,0,1,15,{'0-10': 0},{'0-10': 0},1299
2331,1,64,4,3,5,8516,0,2,21,{'0-10': 0},{'0-10': 0},1299
2332,1,89,4,4,8,6848,0,1,39,{'0-10': 0},{'0-10': 0},1299
2333,1,55,14,3,3,12858,0,4,10,{'0-10': 0},{'0-10': 0},1299
2334,1,15,5,1,9,10333,1,2,18,{'0-10': 0},{'0-10': 0},1299
2335,0,54,2,5,3,6007,0,0,8,{'0-10': 0},{'0-10': 0},1299
2336,0,53,1,0,2,4283,0,0,21,{'0-10': 0},{'0-10': 0},1299
2337,0,104,4,6,5,9584,0,0,12,{'0-10': 0},{'0-10': 0},1299
2338,0,105,2,8,4,6526,0,0,13,{'0-10': 0},{'0-10': 0},1299
2339,0,222,2,9,4,7008,0,0,12,{'0-10': 0},{'0-10': 0},1299
2340,1,68,7,2,10,10814,0,1,20,"{'10-20': 1.2999999999999998, '0-10': 0.10000000000000003}","{'10-20': 341.6, '0-10': 26.100000000000023}",1373
2341,1,67,6,1,7,10074,1,3,16,"{'10-20': 1.1, '0-10': -0.30000000000000027}","{'10-20': 132.95, '0-10': 6.949999999999974}",1373
2342,1,150,7,1,7,11304,0,1,20,"{'10-20': 0, '0-10': -0.2999999999999994}","{'10-20': 265.8, '0-10': -44.99999999999997}",1373
2343,1,4,8,2,14,12178,0,1,20,"{'10-20': 2.5, '0-10': 0.8999999999999999}","{'10-20': 167.4, '0-10': 60.79999999999998}",1373
2344,1,117,1,0,18,7083,0,0,62,"{'10-20': 1.1, '0-10': -0.30000000000000027}","{'10-20': 132.95, '0-10': 6.949999999999974}",1373
2345,0,203,1,4,4,7571,0,0,25,"{'10-20': -1.2999999999999998, '0-10': -0.10000000000000003}","{'10-20': -341.6, '0-10': -26.100000000000023}",1373
2346,0,235,0,5,4,5588,0,0,35,"{'10-20': -1.1, '0-10': 0.30000000000000027}","{'10-20': -132.95, '0-10': -6.949999999999974}",1373
2347,0,79,1,10,1,6273,0,0,10,"{'10-20': -1.1, '0-10': 0.30000000000000027}","{'10-20': -132.95, '0-10': -6.949999999999974}",1373
2348,0,75,4,5,1,9965,0,1,12,"{'10-20': 0, '0-10': 0.2999999999999994}","{'10-20': -265.8, '0-10': 44.99999999999997}",1373
2349,0,3,0,5,3,6772,0,0,11,"{'10-20': -2.5, '0-10': -0.8999999999999999}","{'10-20': -167.4, '0-10': -60.79999999999998}",1373
2350,1,79,5,8,13,10709,0,0,89,"{'10-20': -0.20000000000000018, '0-10': -0.40000000000000036, '30-end': 0.19999999999999973, '20-30': -0.6999999999999998}","{'10-20': -17.05000000000001, '0-10': -42.85000000000002, '30-end': 380.3, '20-30': 175.55}",2334
2351,1,81,10,7,15,17335,1,5,38,"{'10-20': -0.20000000000000018, '0-10': -0.40000000000000036, '30-end': 0.19999999999999973, '20-30': -0.6999999999999998}","{'10-20': -17.05000000000001, '0-10': -42.85000000000002, '30-end': 380.3, '20-30': 175.55}",2334
2352,1,54,8,6,18,14969,0,0,41,"{'10-20': -2.5999999999999996, '0-10': -1.1000000000000005, '30-end': -1.6, '20-30': 1}","{'10-20': 3.2000000000000455, '0-10': -54.79999999999998, '30-end': -422.20000000000005, '20-30': 253.30000000000004}",2334
2353,1,238,18,9,7,20177,1,3,24,"{'10-20': 1.8, '0-10': -0.4000000000000001, '30-end': 1.5999999999999999, '20-30': 0.7999999999999998}","{'10-20': 232.80000000000004, '0-10': -30.19999999999999, '30-end': 283.4, '20-30': 140.59999999999997}",2334
2354,1,84,9,2,11,15010,0,0,44,"{'10-20': 0.5000000000000009, '0-10': 1.4999999999999996, '30-end': 1.4, '20-30': 1.1}","{'10-20': -6, '0-10': -26.500000000000057, '30-end': 687.2, '20-30': 127.60000000000002}",2334
2355,0,235,3,10,17,10959,0,0,99,"{'10-20': 0.20000000000000018, '0-10': 0.40000000000000036, '30-end': -0.19999999999999973, '20-30': 0.6999999999999998}","{'10-20': 17.05000000000001, '0-10': 42.85000000000002, '30-end': -380.3, '20-30': -175.55}",2334
2356,0,120,9,7,12,15247,0,0,34,"{'10-20': -1.8, '0-10': 0.4000000000000001, '30-end': -1.5999999999999999, '20-30': -0.7999999999999998}","{'10-20': -232.80000000000004, '0-10': 30.19999999999999, '30-end': -283.4, '20-30': -140.59999999999997}",2334
2357,0,103,6,11,10,13164,0,0,25,"{'10-20': -0.5000000000000009, '0-10': -1.4999999999999996, '30-end': -1.4, '20-30': -1.1}","{'10-20': 6, '0-10': 26.500000000000057, '30-end': -687.2, '20-30': -127.60000000000002}",2334
2358,0,115,3,12,16,14847,0,3,33,"{'10-20': 0.20000000000000018, '0-10': 0.40000000000000036, '30-end': -0.19999999999999973, '20-30': 0.6999999999999998}","{'10-20': 17.05000000000001, '0-10': 42.85000000000002, '30-end': -380.3, '20-30': -175.55}",2334
2359,0,8,10,10,8,16438,0,1,21,"{'10-20': 2.5999999999999996, '0-10': 1.1000000000000005, '30-end': 1.6, '20-30': -1}","{'10-20': -3.2000000000000455, '0-10': 54.79999999999998, '30-end': 422.20000000000005, '20-30': -253.30000000000004}",2334
2360,1,18,12,1,8,16069,0,6,34,{'0-10': 0},{'0-10': 0},1660
2361,1,64,5,2,8,10188,1,1,24,"{'10-20': -0.7999999999999998, '0-10': 0.1999999999999993}","{'10-20': 49.400000000000034, '0-10': -31.600000000000023}",1660
2362,1,13,8,1,10,12902,0,0,38,{'0-10': 0},{'0-10': 0},1660
2363,1,120,3,4,10,9419,0,0,40,"{'10-20': 0.5000000000000001, '0-10': -0.1}","{'10-20': 27.100000000000023, '0-10': -0.5}",1660
2364,1,412,0,5,17,7845,0,1,67,{'0-10': 0},{'0-10': 0},1660
2365,0,145,4,6,7,11246,0,1,13,{'0-10': 0},{'0-10': 0},1660
2366,0,427,0,4,8,8097,0,1,30,"{'10-20': -0.5000000000000001, '0-10': 0.1}","{'10-20': -27.100000000000023, '0-10': 0.5}",1660
2367,0,235,2,7,9,8152,0,1,68,{'0-10': 0},{'0-10': 0},1660
2368,0,4,4,7,5,10506,0,0,15,{'0-10': 0},{'0-10': 0},1660
2369,0,6,3,4,4,10399,0,1,14,"{'10-20': 0.7999999999999998, '0-10': -0.1999999999999993}","{'10-20': -49.400000000000034, '0-10': 31.600000000000023}",1660
2370,1,222,14,3,15,16148,1,4,32,{'0-10': 0},{'0-10': 0},1618
2371,1,517,3,7,13,10123,0,3,22,{'0-10': 0},{'0-10': 0},1618
2372,1,131,20,4,15,15726,1,1,26,"{'10-20': -2.6, '0-10': -2.35}","{'10-20': 263.25, '0-10': 79.89999999999998}",1618
2373,1,164,5,6,5,9139,0,2,13,"{'10-20': -0.20000000000000062, '0-10': -4.5}","{'10-20': -101.90000000000003, '0-10': -78.5}",1618
2374,1,412,0,3,31,8959,0,0,57,"{'10-20': -2.6, '0-10': -2.35}","{'10-20': 263.25, '0-10': 79.89999999999998}",1618
2375,0,360,4,9,2,8809,0,0,16,"{'10-20': 2.6, '0-10': 2.35}","{'10-20': -263.25, '0-10': -79.89999999999998}",1618
2376,0,53,0,11,5,5758,0,0,48,"{'10-20': 2.6, '0-10': 2.35}","{'10-20': -263.25, '0-10': -79.89999999999998}",1618
2377,0,64,4,10,6,9269,0,0,24,{'0-10': 0},{'0-10': 0},1618
2378,0,4,8,4,7,12579,0,1,26,{'0-10': 0},{'0-10': 0},1618
2379,0,24,7,8,10,14708,0,2,26,"{'10-20': 0.20000000000000062, '0-10': 4.5}","{'10-20': 101.90000000000003, '0-10': 78.5}",1618
2380,0,145,4,4,2,6134,0,0,15,{'0-10': 0.21999999999999975},{'0-10': -2.859999999999985},953
2381,0,142,1,4,3,5072,0,0,15,{'0-10': 0.21999999999999975},{'0-10': -2.859999999999985},953
2382,0,240,4,5,0,5625,0,0,3,{'0-10': 0.21999999999999975},{'0-10': -2.859999999999985},953
2383,0,89,1,5,6,4230,0,0,13,{'0-10': 0.21999999999999975},{'0-10': -2.859999999999985},953
2384,0,28,1,5,2,4463,0,0,8,{'0-10': 0.21999999999999975},{'0-10': -2.859999999999985},953
2385,1,12,2,3,11,4946,0,0,13,{'0-10': -0.21999999999999975},{'0-10': 2.859999999999985},953
2386,1,238,8,0,4,7988,0,1,8,{'0-10': -0.21999999999999975},{'0-10': 2.859999999999985},953
2387,1,17,2,2,1,6767,0,1,11,{'0-10': -0.21999999999999975},{'0-10': 2.859999999999985},953
2388,1,110,3,4,8,6221,0,0,6,{'0-10': -0.21999999999999975},{'0-10': 2.859999999999985},953
2389,1,120,8,2,7,8098,0,0,15,{'0-10': -0.21999999999999975},{'0-10': 2.859999999999985},953
2390,0,55,3,8,9,9150,0,1,22,"{'10-20': -2.8, '0-10': -1.7000000000000002}","{'10-20': -168, '0-10': -36.900000000000006}",1739
2391,0,432,7,7,11,10217,0,0,109,"{'10-20': 0.95, '0-10': -1.8000000000000005}","{'10-20': 99.30000000000001, '0-10': -33.400000000000034}",1739
2392,0,67,6,7,3,10837,0,0,15,"{'10-20': 0.95, '0-10': -1.8000000000000005}","{'10-20': 99.30000000000001, '0-10': -33.400000000000034}",1739
2393,0,72,4,7,11,10202,0,3,39,"{'10-20': -1.2999999999999998, '0-10': -0.8999999999999999}","{'10-20': -59.50000000000003, '0-10': -62.10000000000002}",1739
2394,0,150,5,5,12,12153,0,1,22,"{'10-20': 1.3999999999999995, '0-10': 1.5}","{'10-20': 80.79999999999998, '0-10': 110.4}",1739
2395,1,106,4,7,13,10864,0,3,30,"{'10-20': -1.3999999999999995, '0-10': -1.5}","{'10-20': -80.79999999999998, '0-10': -110.4}",1739
2396,1,4,10,3,16,14404,0,1,22,"{'10-20': 2.8, '0-10': 1.7000000000000002}","{'10-20': 168, '0-10': 36.900000000000006}",1739
2397,1,526,2,4,20,7945,0,0,48,"{'10-20': -0.95, '0-10': 1.8000000000000005}","{'10-20': -99.30000000000001, '0-10': 33.400000000000034}",1739
2398,1,77,4,5,16,11750,1,1,29,"{'10-20': 1.2999999999999998, '0-10': 0.8999999999999999}","{'10-20': 59.50000000000003, '0-10': 62.10000000000002}",1739
2399,1,145,14,6,12,14772,0,1,14,"{'10-20': -0.95, '0-10': 1.8000000000000005}","{'10-20': -99.30000000000001, '0-10': 33.400000000000034}",1739
2400,0,150,1,7,1,7591,0,1,19,"{'10-20': -1.2999999999999998, '0-10': 2.0000000000000004}","{'10-20': -108.79999999999995, '0-10': 0.6000000000000227}",1347
2401,0,120,1,5,6,7590,0,0,24,"{'10-20': -0.8, '0-10': -0.19999999999999998}","{'10-20': -181.7, '0-10': 8.599999999999994}",1347
2402,0,13,2,4,3,8646,0,1,15,{'0-10': 0},{'0-10': 0},1347
2403,0,25,1,5,3,5032,0,0,44,{'0-10': 0},{'0-10': 0},1347
2404,0,69,3,6,3,8325,0,0,3,{'0-10': 0},{'0-10': 0},1347
2405,1,84,11,1,4,10342,0,0,20,{'0-10': 0},{'0-10': 0},1347
2406,1,22,8,3,6,9764,0,0,16,{'0-10': 0},{'0-10': 0},1347
2407,1,54,3,1,8,8378,0,2,11,"{'10-20': 1.2999999999999998, '0-10': -2.0000000000000004}","{'10-20': 108.79999999999995, '0-10': -0.6000000000000227}",1347
2408,1,9,3,1,9,8951,0,0,45,"{'10-20': 0.8, '0-10': 0.19999999999999998}","{'10-20': 181.7, '0-10': -8.599999999999994}",1347
2409,1,12,2,2,16,6478,0,1,29,{'0-10': 0},{'0-10': 0},1347
2410,0,92,1,7,5,8347,0,0,18,"{'10-20': -1.8999999999999995, '0-10': 0.2999999999999998}","{'10-20': -120.30000000000001, '0-10': -27.69999999999999}",1731
2411,0,77,5,6,8,11030,0,0,21,"{'10-20': 0.10000000000000009, '0-10': 0.4}","{'10-20': -240.1, '0-10': 96.1}",1731
2412,0,412,1,9,7,5963,0,0,57,"{'10-20': -0.050000000000000266, '0-10': 1.2000000000000002}","{'10-20': -226.85, '0-10': -13.200000000000017}",1731
2413,0,145,8,8,2,12852,0,1,11,"{'10-20': -0.050000000000000266, '0-10': 1.2000000000000002}","{'10-20': -226.85, '0-10': -13.200000000000017}",1731
2414,0,4,1,5,9,10841,0,1,21,"{'10-20': 1.6999999999999997, '0-10': 0.7999999999999998}","{'10-20': -75.49999999999997, '0-10': 6.900000000000034}",1731
2415,1,120,5,4,8,11118,0,1,31,"{'10-20': -1.6999999999999997, '0-10': -0.7999999999999998}","{'10-20': 75.49999999999997, '0-10': -6.900000000000034}",1731
2416,1,15,16,2,13,16608,1,3,25,"{'10-20': 0.050000000000000266, '0-10': -1.2000000000000002}","{'10-20': 226.85, '0-10': 13.200000000000017}",1731
2417,1,106,6,3,15,11204,0,3,14,"{'10-20': 1.8999999999999995, '0-10': -0.2999999999999998}","{'10-20': 120.30000000000001, '0-10': 27.69999999999999}",1731
